Q12,Q14,Q10,Q16,Unnamed: 9,Unnamed: 10,Student Activity by Day in hours,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Avg course & student time &logins,Unnamed: 19,Unnamed: 20,Unnamed: 21,Student Activity by Item in the Course total time spent in hours,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Number of Times Accessed,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Initial Access Date/Time,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40
Poland,1996,Male,CAH02-05	Medical sciences,76,03/10/22 - 09/10/22,0,0.005278333333333333,0,0,0,0,0,00:00:19,01:19:38,2,2,0,0.000555,0,0,0,0,0,1,0,0,1,0,,2022-10-04 15:49:25.570000,,,2022-10-04 15:49:27.526000,,
Sri Lanka,1990,Male,CAH17-01	Business and management,77,03/10/22 - 09/10/22,0,0.8230566666666667,0,0,0,0,0,00:49:23,01:19:38,7,16,0,0.03388833333333333,0.003055,0.29861166666666666,0.46277833333333335,0,0,1,2,3,7,0,,2022-10-04 14:57:15.817000,2022-10-04 14:38:36.257000,2022-10-04 14:38:45.251000,2022-10-04 14:11:05.973000,,
Pakistan,1992,Male,CAH10-01	Engineering,78,03/10/22 - 09/10/22,0,0,0,0,0,0,0,00:00:00,01:19:38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
India,1994,Female,CAH15-02	Economics,79,03/10/22 - 09/10/22,0,0.06333333333333332,0.11361166666666667,0,0,0.008333333333333333,0,00:11:07,01:19:54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Nigeria,1988,Male,CAH10-01	Engineering,80,03/10/22 - 09/10/22,0,0,0,0,0,0,0,00:00:00,01:19:38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
India,1989,Female,CAH11-01	Computing,81,30/01/23 - 05/02/23,0,0.6516666666666667,0.04138833333333333,0,0,0,0,00:41:35,00:39:42,4,7,0,0.007221666666666667,0.007500000000000001,0,0.6644450000000001,0,0,3,2,0,2,0,,2023-01-31 15:32:29.341000,2023-01-31 15:32:27.478000,,2023-01-31 15:33:10.496000,,
Nigeria,1985,Female,CAH09-01	Mathematical sciences,82,30/01/23 - 05/02/23,0,2.481666666666667,0,0,0,0,0,02:28:54,00:39:42,4,4,0,0.0063883333333333335,0.006666666666666667,0,2.450278333333334,0.015000000000000001,0,5,2,0,3,2,,2023-01-31 14:25:19.830000,2023-01-31 15:32:03.675000,,2023-01-31 14:25:23.665000,2023-01-31 15:32:30.111000,
Nigeria,1996,Female,CAH07-01	Physics and astronomy,83,30/01/23 - 05/02/23,0,0.508055,0,0,0,0,0,00:30:29,00:39:42,3,3,0,0.009721666666666665,0.0011116666666666666,0,0.474445,0,0,2,1,0,1,0,,2023-01-31 15:38:16.962000,2023-01-31 15:38:56.284000,,2023-01-31 15:39:03.415000,,
India,1999,Male,CAH11-01	Computing,84,30/01/23 - 05/02/23,0,0.08777666666666666,0,0,0,0,0,00:05:16,00:39:42,2,4,0,0.027778333333333332,0,0,0.05,0,0,6,0,0,3,0,,2023-01-31 10:47:34.745000,,,2023-01-31 10:47:43.153000,,
Nigeria,1993,Male,"CAH02-02	Pharmacology, toxicology and pharmacy",85,30/01/23 - 05/02/23,0.025555,2.4102783333333333,0,0,0,0,0,02:26:09,00:39:42,5,5,0,0.003888333333333333,0.003055,0,1.3697216666666665,0.000555,0,3,2,0,1,1,,2023-01-31 15:27:11.574000,2023-01-31 15:27:05.766000,,2023-01-31 15:27:41.888000,2023-01-31 15:27:38.777000,
Cameroon,1997,Male,CAH10-03	Materials and technology,86,30/01/23 - 05/02/23,0,1.2272216666666664,0,0,0,0,0,01:13:38,00:39:42,2,4,0,0.0022216666666666665,0,0,0,0,0,2,0,0,2,0,,2023-01-31 15:33:27.137000,,,2023-01-31 15:33:31.801000,,
Egypt,1996,Male,CAH10-01	Engineering,87,30/01/23 - 05/02/23,0,0.6366666666666667,0,0,0,0,0.011111666666666667,00:38:52,00:39:42,3,4,0,0.0022233333333333332,0,0,0.6247216666666666,0,0,2,0,0,1,1,,2023-01-31 15:34:54.764000,,,2023-01-31 15:35:01.788000,2023-02-05 12:26:12.495000,
Nigeria,1980,Male,CAH10-01	Engineering,88,30/01/23 - 05/02/23,0,0.0047216666666666665,0,0.045555,0,0,1.8533333333333333,01:54:13,00:39:42,2,4,0,0.0036116666666666667,0,0,0,0,0,2,0,0,2,0,,2023-01-31 15:34:23.996000,,,2023-01-31 15:34:27.022000,,
Thailand,1997,Male,CAH11-01	Computing,89,30/01/23 - 05/02/23,0,0.020555,0,0,0,0,0,00:01:14,00:39:42,3,3,0,0.0011116666666666666,0,0,0,0.0016666666666666668,0,2,0,0,1,1,,2023-01-31 15:33:27.476000,,,2023-01-31 15:33:37.494000,2023-01-31 15:33:29.054000,
Pakistan,1995,Male,CAH11-01	Computing,90,30/01/23 - 05/02/23,0.0036116666666666667,0.005,0,0,0,0,0,00:00:31,00:39:42,2,2,0,0.003055,0,0,0.0013883333333333332,0,0,2,0,0,2,0,,2023-01-31 15:33:16.027000,,,2023-01-31 15:33:21.077000,,
Sri Lanka,1994,Male,CAH17-01	Business and management,91,30/01/23 - 05/02/23,0,0.0033333333333333335,0,0,0,0,0,00:00:12,00:39:42,2,2,0,0.0011116666666666666,0,0,0,0,0,1,0,0,1,0,,2023-01-31 15:33:16.920000,,,2023-01-31 15:33:20.994000,,
Nigeria,1992,Male,,92,30/01/23 - 05/02/23,0,0.5816666666666667,0,0,0,0,0.012778333333333334,00:35:40,00:39:42,3,4,0,0.007223333333333333,0,0,0.5711116666666667,0.007221666666666667,0,2,0,0,1,1,,2023-01-31 15:34:36.388000,,,2023-01-31 15:34:49.785000,2023-02-05 19:04:44.690000,
Sri Lanka,1986,Male,CAH11-01	Computing,93,30/01/23 - 05/02/23,0,0.010278333333333334,0,0,0,0,0,00:00:37,00:39:42,2,2,0,0.000555,0,0,0,0,0,1,0,0,1,0,,2023-01-31 15:46:21.224000,,,2023-01-31 15:46:23.203000,,
India,1984,Female,CAH10-01	Engineering,94,30/01/23 - 05/02/23,0,0.5763883333333334,0,0,0,0.06166666666666667,0,00:38:17,00:39:42,6,8,0,0.003055,0,0.013888333333333332,0.5855566666666667,0,0,3,1,2,2,1,,2023-01-31 15:33:09.756000,2023-02-04 12:37:03.528000,2023-02-04 12:37:01.923000,2023-01-31 15:33:14.887000,2023-02-04 12:37:53.792000,
Nigeria,1980,Female,CAH03-01	Biosciences,95,30/01/23 - 05/02/23,0,0.5208333333333334,0,0.014721666666666666,0,0,0,00:32:08,00:39:42,2,2,0,0.0011116666666666666,0,0,0.5163883333333333,0,0,1,0,0,1,0,,2023-01-31 15:32:36.289000,,,2023-01-31 15:32:40.342000,,
Sri Lanka,1998,Male,CAH11-01	Computing,96,30/01/23 - 05/02/23,0,0.7427783333333333,0,0,0,0,0,00:44:34,00:39:42,3,3,0,0.0011116666666666666,0.000555,0,0.7377783333333333,0,0,2,1,0,2,0,,2023-01-31 15:32:23.520000,2023-01-31 15:49:01.199000,,2023-01-31 15:32:25.934000,,
Bolivia,1998,Male,CAH10-01	Engineering,97,30/01/23 - 05/02/23,0,0.04777666666666667,0,0,0,0.030833333333333334,0,00:04:43,00:39:42,4,8,0,0.005833333333333333,0.004445,0,0.026388333333333337,0.0016666666666666668,0,6,3,0,3,1,,2023-01-31 15:34:00.187000,2023-01-31 09:53:23.851000,,2023-01-31 15:34:04.429000,2023-01-31 15:34:49.894000,
Spain,1994,Female,"CAH24-01	Media, journalism and communications",98,30/01/23 - 05/02/23,0,0.736945,0,0,0,0,0,00:44:13,00:39:42,2,2,0,0.0016666666666666668,0,0,0.7322216666666667,0,0,1,0,0,1,0,,2023-01-31 15:33:25.928000,,,2023-01-31 15:33:31.566000,,
Turkey,1987,Male,CAH17-01	Business and management,99,30/01/23 - 05/02/23,0,0.7566666666666666,0,0,0,0,0,00:45:24,00:39:42,2,2,0,0.000555,0,0,0.7505550000000001,0,0,1,0,0,1,0,,2023-01-31 15:33:07.649000,,,2023-01-31 15:33:09.327000,,
Turkey,1990,Male,CAH15-02	Economics,100,30/01/23 - 05/02/23,0,0.9397216666666667,0,0,0.029166666666666667,0,0,00:58:08,00:39:42,3,6,0,0.0025,0,0,0.5602783333333333,0.013888333333333332,0,3,0,0,1,2,,2023-01-31 15:34:08.207000,,,2023-01-31 15:34:12.159000,2023-02-03 10:21:14.197000,
Nigeria,1999,Male,CAH10-01	Engineering,101,30/01/23 - 05/02/23,0,1.3627766666666665,0.11111166666666668,0.03888833333333333,0,0,0,01:30:46,00:39:42,2,4,0,0.005833333333333333,0,0,1.45611,0,0,2,0,0,2,0,,2023-01-31 15:37:33.726000,,,2023-01-31 15:37:38.117000,,
Nigeria,1995,Male,CAH07-01	Physics and astronomy,102,30/01/23 - 05/02/23,0,0.8922216666666667,0,0,0.03222166666666667,0,0,00:55:28,00:39:42,6,12,0,0.0030566666666666663,0.2658333333333333,0.012221666666666665,0.6163899999999999,0.004166666666666667,0,4,3,2,3,2,,2023-01-31 15:33:13.981000,2023-01-31 12:36:05.437000,2023-02-03 14:00:12.864000,2023-01-31 15:33:18.062000,2023-02-03 13:59:54.977000,
Nigeria,1997,Female,CAH07-02	Chemistry,103,30/01/23 - 05/02/23,0,0.006944999999999999,0,0,0,0,0,00:00:25,00:39:42,2,2,0,0.0011116666666666666,0,0,0,0,0,1,0,0,1,0,,2023-01-31 15:32:55.439000,,,2023-01-31 15:32:59.176000,,
Nigeria,1976,Male,CAH11-01	Computing,104,30/01/23 - 05/02/23,0.320555,1.729445,0,0,0,0,0,02:03:00,00:39:42,3,3,0,0.0033333333333333335,0,0,1.4711116666666666,0.2536116666666667,0,2,0,0,1,1,,2023-01-31 14:23:57.368000,,,2023-01-31 14:24:06.654000,2023-01-31 15:52:25.508000,
Sri Lanka,1977,Male,CAH09-01	Mathematical sciences,105,30/01/23 - 05/02/23,0,0.005,0,0,0,0,0,00:00:18,00:39:42,2,2,0,0.003888333333333333,0,0,0,0,0,1,0,0,1,0,,2023-01-31 15:33:28.750000,,,2023-01-31 15:33:43.231000,,
Nigeria,1986,Female,CAH03-01	Biosciences,106,30/01/23 - 05/02/23,0,0.018333333333333333,0,0,0,0,0,00:01:06,00:39:42,2,4,0,0.0019433333333333336,0,0,0.011111666666666667,0,0,2,0,0,2,0,,2023-01-31 15:35:34.029000,,,2023-01-31 15:35:38.712000,,
Bangladesh,1999,Male,CAH11-01	Computing,107,30/01/23 - 05/02/23,0,2.458611666666667,1.5497216666666667,1.520555,0,0.33999999999999997,0.10166666666666666,05:58:14,00:39:42,7,17,0,0.011666666666666665,1.1222216666666667,0.23333333333333334,4.038888333333333,0.22277666666666668,0,11,1,1,5,4,,2023-01-31 14:23:36.443000,2023-02-03 02:01:23.896000,2023-02-03 03:08:43.561000,2023-01-31 14:25:35.315000,2023-02-03 01:55:58.591000,
India,1997,Female,CAH11-01	Computing,108,30/01/23 - 05/02/23,0.07111166666666667,0.006111666666666666,0,0,0,0,0,00:04:38,00:39:42,2,2,0,0.000555,0,0,0,0,0,1,0,0,1,0,,2023-01-31 15:33:10.568000,,,2023-01-31 15:33:12.633000,,
United States of America,1997,Male,CAH03-02	Sport and exercise sciences,109,30/01/23 - 05/02/23,0,0,0,0,0,0,0,00:00:00,00:39:42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
United Kingdom of Great Britain and Northern Ireland,1998,Female,CAH03-01	Biosciences,110,30/01/23 - 05/02/23,0.458055,0.6558333333333334,0,0.18055500000000002,0,0,0.020555,01:18:53,00:39:42,5,11,0,0.45555500000000004,0.0011116666666666666,0,0.7463883333333334,0.040556666666666664,0,5,1,0,2,3,,2023-01-31 15:33:07.856000,2023-01-30 16:24:30.438000,,2023-01-31 15:30:14,2023-02-02 13:56:13.977000,
Nigeria,1980,Male,CAH15-02	Economics,111,02/10/23 - 08/10/23,0.10583333333333332,2.4952783333333333,0.005833333333333333,0,0,0.4983333333333333,0.031111666666666666,03:08:11,01:23:23,5,7,0,0.27138833333333334,0,0.015554999999999998,0,0,0,2,0,1,1,0,,2023-10-03 13:29:45.280000,,2023-10-03 13:28:49.768000,2023-10-07 08:08:06.939000,,
Sri Lanka,1992,Female,CAH09-01	Mathematical sciences,112,02/10/23 - 08/10/23,0,0.0027783333333333336,0,0,0,0,1.9266666666666665,01:55:46,01:23:23,3,7,0,0.0036116666666666667,0,0.0016666666666666668,0,0,0,3,0,1,3,0,,2023-10-03 14:45:55.983000,,2023-10-08 18:43:50.294000,2023-10-03 14:46:00.281000,,
Nigeria,1990,Male,CAH16-01	Law,113,02/10/23 - 08/10/23,0.011945,0.011111666666666667,0.011388333333333332,0,0,0,0.14555500000000002,00:10:48,01:23:23,2,4,0,0.004445,0,0,0,0,0,2,0,0,2,0,,2023-10-03 12:59:11.594000,,,2023-10-03 12:59:15.443000,,
Nigeria,1996,Female,CAH19-01	English studies,114,02/10/23 - 08/10/23,0,0.745,0,0,0,0,0,00:44:42,01:23:23,2,3,0,0.004166666666666667,0,0,0,0,0,2,0,0,1,0,,2023-10-03 12:02:30.086000,,,2023-10-03 14:42:29.966000,,
Nigeria,2001,Male,CAH07-01	Physics and astronomy,115,02/10/23 - 08/10/23,0,2.565833333333333,0,0,0,0.9558333333333333,0.013055,03:32:05,01:23:23,3,3,0,0.006666666666666667,0,0,2.549721666666666,0,0,1,0,0,1,0,,2023-10-03 14:24:06.938000,,,2023-10-03 14:24:30.656000,,
Ghana,1992,Male,CAH04-01	Psychology,116,02/10/23 - 08/10/23,0,5.851111666666667,0,0.0016666666666666668,2.8452783333333334,0,0,08:41:53,01:23:23,5,10,0,0.003888333333333333,0,0,0.954445,0,0,5,0,0,5,0,,2023-10-03 14:23:01.589000,,,2023-10-03 14:23:07.051000,,
Pakistan,1999,Female,CAH11-01	Computing,117,02/10/23 - 08/10/23,0,0.010833333333333334,0,0,0,0,0,00:00:39,01:23:23,3,5,0,0.0025,0,0.000555,0,0,0,3,0,1,2,0,,2023-10-03 14:10:26.311000,,2023-10-03 14:10:49.924000,2023-10-03 14:10:55.120000,,
Myanmar,1991,Female,CAH17-01	Business and management,118,02/10/23 - 08/10/23,0,0.5386116666666666,0,0,0,0,0,00:32:19,01:23:23,2,2,0,0.0011116666666666666,0,0,0.018888333333333333,0,0,2,0,0,2,0,,2023-10-03 14:43:13.962000,,,2023-10-03 14:43:16.219000,,
Nigeria,1994,Male,"CAH26-01 Geography, earth and environmental studies",119,02/10/23 - 08/10/23,0,0,0,0,0,0,0,00:00:00,01:23:23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
United Kingdom of Great Britain and Northern Ireland,2000,Male,CAH04-01	Psychology,120,02/10/23 - 08/10/23,0,0,0,0,0,0,0,00:00:00,01:23:23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
United Kingdom of Great Britain and Northern Ireland,2002,Male,CAH11-01	Computing,121,02/10/23 - 08/10/23,0,1.7650000000000001,0,0,0,0,0,01:45:54,01:23:23,3,3,0,0.001945,0,0.00027833333333333334,1.7349999999999999,0,0,4,0,1,4,0,,2023-10-03 10:57:40.550000,,2023-10-03 14:04:42.399000,2023-10-03 10:57:42.204000,,
Poland,2001,Male,CAH17-01	Business and management,122,02/10/23 - 08/10/23,0,0.38555500000000004,0,0.006944999999999999,0,0.013055,0,00:24:20,01:23:23,6,11,0,0.15944499999999998,0,0.0008333333333333334,0.19166666666666668,0,0,7,0,2,7,0,,2023-10-03 10:05:10.208000,,2023-10-03 10:05:09.143000,2023-10-03 10:05:14.521000,,
Iran,1982,Male,CAH10-01	Engineering,123,02/10/23 - 08/10/23,0,0,0,0,0,0,0,00:00:00,01:23:23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Malaysia,1992,Male,CAH17-01	Business and management,124,02/10/23 - 08/10/23,0.018333333333333333,0.8272233333333333,0,0,0.06083333333333333,0,0,00:54:23,01:23:23,2,6,0,0.035555,0,0,0.8436116666666666,0,0,5,0,0,5,0,,2023-10-03 14:10:30.817000,,,2023-10-03 14:10:37.065000,,
United Kingdom of Great Britain and Northern Ireland,1987,Male,CAH10-01	Engineering,125,02/10/23 - 08/10/23,0,0.0011116666666666666,0.005278333333333333,0,0,0.008333333333333333,0,00:00:53,01:23:23,2,6,0,0.008611666666666665,0,0,0,0,0,3,0,0,3,0,,2023-10-03 15:06:47.305000,,,2023-10-03 15:06:48.726000,,
Algeria,2002,Female,"CAH07-04	General, applied and forensic sciences",126,02/10/23 - 08/10/23,0,0.8288883333333333,0,0,0,0,0,00:49:44,01:23:23,2,6,0,0.0027766666666666664,0,0,0.8097216666666667,0,0,5,0,0,3,0,,2023-10-03 14:43:57.052000,,,2023-10-03 14:44:00.055000,,
United Kingdom of Great Britain and Northern Ireland,1980,Female,CAH07-01	Physics and astronomy,127,02/10/23 - 08/10/23,0,0.6616666666666667,0,0.0013883333333333332,0,0.0033333333333333335,0,00:39:59,01:23:23,2,8,0,0.319445,0,0,0.33777833333333335,0,0,5,0,0,5,0,,2023-10-03 14:35:36.664000,,,2023-10-03 14:35:40.546000,,
United Kingdom of Great Britain and Northern Ireland,1984,Female,CAH04-01	Psychology,128,02/10/23 - 08/10/23,0,0.9633333333333333,0,0,0,0,0,00:57:48,01:23:23,2,2,0,0.0016666666666666668,0,0,0.9525,0,0,3,0,0,3,0,,2023-10-03 14:36:04.356000,,,2023-10-03 14:36:07.539000,,
United Kingdom of Great Britain and Northern Ireland,1988,Male,,129,02/10/23 - 08/10/23,0,1.4533333333333334,0,0,0,0,0,01:27:12,01:23:23,2,2,0,0.053055,0,0,1.3263883333333333,0,0,5,0,0,4,0,,2023-10-03 13:49:06.551000,,,2023-10-03 13:49:09.067000,,
China,2001,Male,CAH11-01	Computing,130,02/10/23 - 08/10/23,0.0027783333333333336,0.185555,0,0,0,0,0,00:11:18,01:23:23,4,5,0,0.0025,0,0,0.0125,0,0,1,0,0,1,0,,2023-10-03 14:45:43.405000,,,2023-10-03 14:45:52.214000,,
Singapore,1988,Female,CAH04-01	Psychology,131,02/10/23 - 08/10/23,0,0.0016666666666666668,0,0,0,0,0,00:00:06,01:23:23,2,2,0,0.000555,0,0,0,0,0,1,0,0,1,0,,2023-10-03 15:08:14.611000,,,2023-10-03 15:08:16.404000,,
India,1990,Male,CAH11-01	Computing,132,02/10/23 - 08/10/23,0,3.6525000000000003,0,0,0,0,0,03:39:09,01:23:23,2,2,0,0.003888333333333333,0,0,3.612221666666666,0,0,5,0,0,4,0,,2023-10-03 12:06:10.124000,,,2023-10-03 12:06:15.811000,,
Philippines,1984,Male,CAH17-01	Business and management,133,02/10/23 - 08/10/23,0,0.005278333333333333,0,0,0,0,0,00:00:19,01:23:23,2,2,0,0.0011116666666666666,0,0,0,0,0,1,0,0,1,0,,2023-10-03 14:09:17.145000,,,2023-10-03 14:09:20.664000,,
Turkey,1982,Male,CAH11-01	Computing,134,02/10/23 - 08/10/23,0,1.6458333333333333,0,0,0,0,0,01:38:45,01:23:23,2,2,0,0.000555,0,0,0.005,0,0,1,0,0,1,0,,2023-10-03 00:52:25.156000,,,2023-10-03 00:52:27.125000,,
Viet Nam,1995,Male,,135,02/10/23 - 08/10/23,0,0.126945,0.10111166666666667,0,0,0,0,00:13:41,01:23:23,3,3,0,0.0011116666666666666,0,0.00027833333333333334,0,0,0,1,0,1,1,0,,2023-10-03 14:14:29.566000,,2023-10-03 14:14:28.267000,2023-10-03 14:14:33.674000,,
United Kingdom of Great Britain and Northern Ireland,1974,Male,CAH11-01	Computing,136,02/10/23 - 08/10/23,0,0.594445,0,0.0063883333333333335,0,0,0,00:36:03,01:23:23,4,5,0,0.003055,0,0,0.5758333333333333,0.000555,0,3,0,0,2,1,,2023-10-03 15:07:16.653000,,,2023-10-03 15:07:20.047000,2023-10-25 07:04:05.635000,
Nigeria,1991,Female,CAH17-01	Business and management,137,02/10/23 - 08/10/23,0,1.0841666666666667,0,0.006111666666666666,0,0,0,01:05:25,01:23:23,2,8,0,0.007221666666666667,0,0,1.0647216666666666,0,0,5,0,0,5,0,,2023-10-03 12:29:47.050000,,,2023-10-03 12:29:51.460000,,
Morocco,2001,Male,CAH11-01	Computing,138,02/10/23 - 08/10/23,0,0,0,0,0,0,0,00:00:00,01:23:23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Nigeria,2000,Male,CAH03-01	Biosciences,139,02/10/23 - 08/10/23,0,0.001945,0,0,0,0,0,00:00:07,01:23:23,3,3,0,0.000555,0,0,0,0,0,1,0,0,1,0,,2023-10-03 15:03:58.837000,,,2023-10-03 15:04:00.739000,,
United Kingdom of Great Britain and Northern Ireland,1988,Female,CAH04-01	Psychology,140,02/10/23 - 08/10/23,0,0.11222166666666666,1.2175,0,0,0.160555,0,01:29:25,01:23:23,3,6,0,0.9558333333333333,0,0,0.26555500000000004,0,0,4,0,0,3,0,,2023-10-03 14:22:28.706000,,,2023-10-03 14:22:39.974000,,
China,2001,Male,CAH11-01	Computing,141,02/10/23 - 08/10/23,0,1.6097233333333334,0,0,0,0,0,01:36:35,01:23:23,2,6,0,0.0027783333333333336,0,0,0.8397216666666666,0,0,4,0,0,4,0,,2023-10-03 14:27:17.817000,,,2023-10-03 14:27:21.115000,,
Jordan,1994,Female,CAH04-01	Psychology,142,02/10/23 - 08/10/23,0,0.03222166666666667,0,0,0,0,0,00:01:56,01:23:23,3,3,0,0.0013883333333333332,0,0,0,0,0,1,0,0,1,0,,2023-10-03 15:06:08.027000,,,2023-10-03 15:06:13.095000,,
United Kingdom of Great Britain and Northern Ireland,1990,Male,CAH02-05	Medical sciences,143,02/10/23 - 08/10/23,0.005,2.0013883333333333,0,0,0,1.9972216666666667,0,04:00:13,01:23:23,2,2,0,0.165555,0,0,1.8238883333333331,0,0,1,0,0,1,0,,2023-10-07 14:50:55.828000,,,2023-10-07 15:00:51.705000,,
Bangladesh,1995,Female,CAH17-01	Business and management,144,02/10/23 - 08/10/23,0,0.095555,0,0,0,0,0.025833333333333333,00:07:17,01:23:23,3,6,0,0.010276666666666667,0,0.01638833333333333,0.004166666666666667,0,0,4,0,2,2,0,,2023-10-03 14:44:10.140000,,2023-10-03 14:44:23.213000,2023-10-03 14:48:39.490000,,
United Kingdom of Great Britain and Northern Ireland,2002,Male,CAH20-01	History and archaeology,145,02/10/23 - 08/10/23,0.28861000000000003,0.015000000000000001,0,0.30722166666666667,0,0,0.14944333333333332,00:45:36,01:23:23,3,12,0,0.11972166666666667,0,0.000555,0.5966666666666666,0,0,12,0,2,8,0,,2023-10-02 15:52:35.522000,,2023-10-08 12:27:26.982000,2023-10-02 15:52:37.565000,,
United Kingdom of Great Britain and Northern Ireland,1979,Female,CAH22-01	Education and teaching,146,02/10/23 - 08/10/23,0.06083333333333333,0.0013883333333333332,0,0.0016666666666666668,0,0,0,00:03:50,01:23:23,2,4,0,0.0013883333333333332,0,0,0,0,0,2,0,0,2,0,,2023-10-03 15:07:32.221000,,,2023-10-03 15:07:34.804000,,
United Kingdom of Great Britain and Northern Ireland,1983,Male,CAH09-01	Mathematical sciences,147,02/10/23 - 08/10/23,0.005,0.01583333333333333,0,0,0,0,0,00:01:15,01:23:23,2,2,0,0.001945,0,0,0.009445000000000002,0,0,2,0,0,2,0,,2023-10-03 14:42:41.704000,,,2023-10-03 14:42:44.229000,,
Sri Lanka,1983,Male,CAH10-01	Engineering,148,02/10/23 - 08/10/23,0,0.06027833333333334,0.08111166666666667,0,0.005555000000000001,0,0.020278333333333332,00:10:02,01:23:23,2,16,0,0.010276666666666667,0,0,0.06000166666666666,0,0,9,0,0,9,0,,2023-10-03 14:22:59.089000,,,2023-10-03 14:23:01.641000,,
Sri Lanka,1993,Male,CAH17-01	Business and management,149,02/10/23 - 08/10/23,0,0.5191666666666667,0.0325,0,0,0,0.0063883333333333335,00:33:29,01:23:23,3,7,0,0.004443333333333333,0,0.004445,0.014166666666666666,0,0,4,0,1,3,0,,2023-10-03 14:44:34.235000,,2023-10-04 19:51:38.150000,2023-10-03 14:44:36.766000,,
United Kingdom of Great Britain and Northern Ireland,2000,Male,CAH09-01	Mathematical sciences,150,02/10/23 - 08/10/23,0,0.20833333333333334,0,0,0,0,0,00:12:30,01:23:23,3,3,0,0.005555000000000001,0,0,0.20138833333333336,0,0,1,0,0,1,0,,2023-10-03 14:11:40.078000,,,2023-10-03 14:11:59.918000,,
United Kingdom of Great Britain and Northern Ireland,1996,Male,CAH04-01	Psychology,151,02/10/23 - 08/10/23,0,1.798055,0,0,0,0,0,01:47:53,01:23:23,2,2,0,1.7852783333333335,0,0,0,0,0,3,0,0,1,0,,2023-10-03 13:19:14.132000,,,2023-10-03 15:06:26.741000,,
Bangladesh,1999,Male,CAH10-01	Engineering,152,02/10/23 - 08/10/23,0,0.568055,0,0,0,0,0,00:34:05,01:23:23,3,3,0,0.0011116666666666666,0,0.0025,0,0,0,1,0,1,1,0,,2023-10-03 14:43:08.225000,,2023-10-03 14:10:45.607000,2023-10-03 14:43:12.193000,,
Nigeria,1976,Female,CAH25-01	Creative arts and design,153,02/10/23 - 08/10/23,0,0.8755550000000001,0,0,0,0,0.965,01:50:26,01:23:23,2,6,0,0.03722166666666667,0,0,1.5983333333333334,0,0,5,0,0,4,0,,2023-10-03 12:13:14.189000,,,2023-10-03 12:14:05.628000,,
Pakistan,1998,Male,CAH11-01	Computing,154,02/10/23 - 08/10/23,0.34750000000000003,4.01,0.011111666666666667,0,0,0.794445,0,05:09:47,01:23:23,8,13,0,0.08027833333333333,0,0.005278333333333333,2.5030550000000003,0,0,8,0,4,6,0,,2023-10-03 11:09:31.702000,,2023-10-02 00:47:19.819000,2023-10-03 11:09:34.294000,,
Turkey,1969,Female,CAH22-01	Education and teaching,155,02/10/23 - 08/10/23,0.039445,1.2963883333333333,0,0,0.7141666666666667,0.0016666666666666668,0.003888333333333333,02:03:20,01:23:23,2,4,0,0.7152783333333333,0,0,0,0,0,3,0,0,2,0,,2023-10-06 21:21:29.536000,,,2023-10-06 22:06:35.190000,,
Sri Lanka,2001,Male,CAH17-01	Business and management,156,02/10/23 - 08/10/23,0,0.5927783333333333,0,0,0,0,0.003888333333333333,00:35:48,01:23:23,3,5,0,0.007221666666666667,0,0.0008333333333333334,0.5647216666666667,0,0,4,0,1,4,0,,2023-10-03 15:07:42.693000,,2023-10-03 15:07:06.269000,2023-10-03 15:07:46.976000,,
Sri Lanka,1986,Male,CAH17-01	Business and management,157,02/10/23 - 08/10/23,0.13027666666666665,0.0375,0,0,0,0,0,00:10:04,01:23:23,3,3,0,0.0013883333333333332,0,0.06805499999999999,0,0,0,1,0,1,1,0,,2023-10-03 15:08:35.772000,,2023-10-02 15:31:49.863000,2023-10-03 15:08:40.875000,,
India,1995,Male,CAH10-01	Engineering,158,02/10/23 - 08/10/23,0,1.0661116666666666,0,0,1.556945,0,0,02:37:23,01:23:23,2,4,0,0.011945,0,0,1.611945,0,0,3,0,0,3,0,,2023-10-03 14:42:48.847000,,,2023-10-03 14:43:17.407000,,
Cameroon,1991,Female,CAH17-01	Business and management,159,02/10/23 - 08/10/23,0,0.024166666666666666,0,0,0.12472166666666666,0,0,00:08:56,01:23:23,2,3,0,0.008888333333333333,0,0,0,0,0,3,0,0,1,0,,2023-10-03 15:01:45.040000,,,2023-10-03 15:01:47.542000,,
